223 unlabelled training bactches, 94 labelled batches. Will reuse samples to match batch numbers
Epoch 10, train accuracy:27.25%, batch: 153/223
Epoch 10, train accuracy:27.15%, batch: 154/223
Epoch 10, train accuracy:27.06%, batch: 155/223
Epoch 10, train accuracy:26.96%, batch: 156/223
Epoch 10, train accuracy:26.87%, batch: 157/223
Epoch 10, train accuracy:26.78%, batch: 158/223
Epoch 10, train accuracy:26.69%, batch: 159/223
Epoch 10, train accuracy:26.60%, batch: 160/223
Epoch 10, train accuracy:26.51%, batch: 161/223
Epoch 10, train accuracy:26.43%, batch: 162/223
Epoch 10, train accuracy:26.34%, batch: 163/223
Epoch 10, train accuracy:26.26%, batch: 164/223
Epoch 10, train accuracy:26.17%, batch: 165/223
Epoch 10, train accuracy:26.09%, batch: 166/223
Epoch 10, train accuracy:26.01%, batch: 167/223
Epoch 10, train accuracy:25.93%, batch: 168/223
Epoch 10, train accuracy:25.85%, batch: 169/223
Epoch 10, train accuracy:25.77%, batch: 170/223
Epoch 10, train accuracy:25.69%, batch: 171/223
Epoch 10, train accuracy:25.62%, batch: 172/223
Epoch 10, train accuracy:25.54%, batch: 173/223
Epoch 10, train accuracy:25.47%, batch: 174/223
Epoch 10, train accuracy:25.39%, batch: 175/223
Epoch 10, train accuracy:25.32%, batch: 176/223
Epoch 10, train accuracy:25.25%, batch: 177/223
Epoch 10, train accuracy:25.18%, batch: 178/223
Epoch 10, train accuracy:25.10%, batch: 179/223
Epoch 10, train accuracy:25.03%, batch: 180/223
Epoch 10, train accuracy:24.97%, batch: 181/223
Epoch 10, train accuracy:24.90%, batch: 182/223
Epoch 10, train accuracy:24.90%, batch: 183/223
Epoch 10, train accuracy:24.90%, batch: 184/223
Epoch 10, train accuracy:24.90%, batch: 185/223
Epoch 10, train accuracy:24.90%, batch: 186/223
Epoch 10, train accuracy:24.90%, batch: 187/223
Epoch 10, train accuracy:24.90%, batch: 188/223
Epoch 10, train accuracy:24.90%, batch: 189/223
Epoch 10, train accuracy:24.90%, batch: 190/223
Epoch 10, train accuracy:24.90%, batch: 191/223
Epoch 10, train accuracy:24.90%, batch: 192/223
Epoch 10, train accuracy:24.90%, batch: 193/223
Epoch 10, train accuracy:24.90%, batch: 194/223
Epoch 10, train accuracy:24.90%, batch: 195/223
Epoch 10, train accuracy:24.90%, batch: 196/223
Epoch 10, train accuracy:24.90%, batch: 197/223
Epoch 10, train accuracy:24.91%, batch: 198/223
Epoch 10, train accuracy:24.91%, batch: 199/223
Epoch 10, train accuracy:24.91%, batch: 200/223
Epoch 10, train accuracy:24.91%, batch: 201/223
Epoch 10, train accuracy:24.91%, batch: 202/223
Epoch 10, train accuracy:24.91%, batch: 203/223
Epoch 10, train accuracy:24.91%, batch: 204/223
Epoch 10, train accuracy:24.91%, batch: 205/223
Epoch 10, train accuracy:24.91%, batch: 206/223
Epoch 10, train accuracy:24.91%, batch: 207/223
Epoch 10, train accuracy:24.91%, batch: 208/223
Epoch 10, train accuracy:24.91%, batch: 209/223
Epoch 10, train accuracy:24.91%, batch: 210/223
Epoch 10, train accuracy:24.91%, batch: 211/223
Epoch 10, train accuracy:24.91%, batch: 212/223
Epoch 10, train accuracy:24.91%, batch: 213/223
Epoch 10, train accuracy:24.91%, batch: 214/223
Epoch 10, train accuracy:24.91%, batch: 215/223
Epoch 10, train accuracy:24.91%, batch: 216/223
Epoch 10, train accuracy:24.91%, batch: 217/223
Epoch 10, train accuracy:24.91%, batch: 218/223
Epoch 10, train accuracy:24.91%, batch: 219/223
Epoch 10, train accuracy:24.91%, batch: 220/223
Epoch 10, train accuracy:24.92%, batch: 221/223
Epoch 10, train accuracy:24.92%, batch: 222/223
Epoch 10, train accuracy:24.92%, batch: 223/223
Epoch 10, train accuracy:24.92%, validation accuracy:10.16, batch: 223/223
Epoch 11, train accuracy:25.00%, batch: 1/223
Epoch 11, train accuracy:25.00%, batch: 2/223
Epoch 11, train accuracy:25.00%, batch: 3/223
Epoch 11, train accuracy:25.00%, batch: 4/223
Epoch 11, train accuracy:25.00%, batch: 5/223
Epoch 11, train accuracy:24.48%, batch: 6/223
Epoch 11, train accuracy:24.11%, batch: 7/223
Epoch 11, train accuracy:23.83%, batch: 8/223
Epoch 11, train accuracy:23.61%, batch: 9/223
Epoch 11, train accuracy:23.44%, batch: 10/223
Epoch 11, train accuracy:23.30%, batch: 11/223
Epoch 11, train accuracy:23.18%, batch: 12/223
Epoch 11, train accuracy:23.08%, batch: 13/223
Epoch 11, train accuracy:22.99%, batch: 14/223
Epoch 11, train accuracy:22.92%, batch: 15/223
Epoch 11, train accuracy:22.85%, batch: 16/223
Epoch 11, train accuracy:22.79%, batch: 17/223
Epoch 11, train accuracy:22.74%, batch: 18/223
Epoch 11, train accuracy:22.70%, batch: 19/223
Epoch 11, train accuracy:22.66%, batch: 20/223
Epoch 11, train accuracy:22.62%, batch: 21/223
Epoch 11, train accuracy:22.59%, batch: 22/223
Epoch 11, train accuracy:22.55%, batch: 23/223
Epoch 11, train accuracy:22.53%, batch: 24/223
Epoch 11, train accuracy:22.12%, batch: 25/223
Epoch 11, train accuracy:21.75%, batch: 26/223
Epoch 11, train accuracy:21.41%, batch: 27/223
Epoch 11, train accuracy:21.09%, batch: 28/223
Epoch 11, train accuracy:20.80%, batch: 29/223
Epoch 11, train accuracy:21.35%, batch: 30/223
Epoch 11, train accuracy:21.88%, batch: 31/223
Epoch 11, train accuracy:22.36%, batch: 32/223
Epoch 11, train accuracy:22.82%, batch: 33/223
Epoch 11, train accuracy:23.25%, batch: 34/223
Epoch 11, train accuracy:23.66%, batch: 35/223
Epoch 11, train accuracy:24.05%, batch: 36/223
Epoch 11, train accuracy:24.41%, batch: 37/223
Epoch 11, train accuracy:24.75%, batch: 38/223
Epoch 11, train accuracy:25.00%, batch: 39/223
Epoch 11, train accuracy:25.23%, batch: 40/223
Epoch 11, train accuracy:25.46%, batch: 41/223
Epoch 11, train accuracy:25.67%, batch: 42/223
Epoch 11, train accuracy:25.87%, batch: 43/223
Epoch 11, train accuracy:26.07%, batch: 44/223
Epoch 11, train accuracy:26.25%, batch: 45/223
Epoch 11, train accuracy:26.43%, batch: 46/223
Epoch 11, train accuracy:26.60%, batch: 47/223
Epoch 11, train accuracy:26.76%, batch: 48/223
Epoch 11, train accuracy:26.91%, batch: 49/223
Epoch 11, train accuracy:27.06%, batch: 50/223
Epoch 11, train accuracy:27.21%, batch: 51/223
Epoch 11, train accuracy:27.34%, batch: 52/223
Epoch 11, train accuracy:27.48%, batch: 53/223
Epoch 11, train accuracy:27.60%, batch: 54/223
Epoch 11, train accuracy:27.73%, batch: 55/223
Epoch 11, train accuracy:27.85%, batch: 56/223
Epoch 11, train accuracy:27.96%, batch: 57/223
Epoch 11, train accuracy:28.07%, batch: 58/223
Epoch 11, train accuracy:28.18%, batch: 59/223
Epoch 11, train accuracy:28.28%, batch: 60/223
Epoch 11, train accuracy:28.38%, batch: 61/223
Epoch 11, train accuracy:28.48%, batch: 62/223
Epoch 11, train accuracy:28.57%, batch: 63/223
Epoch 11, train accuracy:28.66%, batch: 64/223
Epoch 11, train accuracy:28.75%, batch: 65/223
Epoch 11, train accuracy:28.84%, batch: 66/223
Epoch 11, train accuracy:28.92%, batch: 67/223
Epoch 11, train accuracy:29.00%, batch: 68/223
Epoch 11, train accuracy:29.08%, batch: 69/223
Epoch 11, train accuracy:29.15%, batch: 70/223
Epoch 11, train accuracy:29.23%, batch: 71/223
Epoch 11, train accuracy:29.30%, batch: 72/223
Epoch 11, train accuracy:29.37%, batch: 73/223
Epoch 11, train accuracy:29.43%, batch: 74/223
Epoch 11, train accuracy:29.50%, batch: 75/223
Epoch 11, train accuracy:29.56%, batch: 76/223
Epoch 11, train accuracy:29.63%, batch: 77/223
Epoch 11, train accuracy:29.69%, batch: 78/223
Epoch 11, train accuracy:29.75%, batch: 79/223
Epoch 11, train accuracy:29.80%, batch: 80/223
Epoch 11, train accuracy:29.86%, batch: 81/223
Epoch 11, train accuracy:29.92%, batch: 82/223
Epoch 11, train accuracy:29.97%, batch: 83/223
Epoch 11, train accuracy:30.02%, batch: 84/223
Epoch 11, train accuracy:30.07%, batch: 85/223
Epoch 11, train accuracy:30.12%, batch: 86/223
Epoch 11, train accuracy:30.17%, batch: 87/223
Epoch 11, train accuracy:30.22%, batch: 88/223
Epoch 11, train accuracy:30.27%, batch: 89/223
Epoch 11, train accuracy:30.31%, batch: 90/223
Epoch 11, train accuracy:30.36%, batch: 91/223
Epoch 11, train accuracy:30.40%, batch: 92/223
Epoch 11, train accuracy:30.44%, batch: 93/223
Epoch 11, train accuracy:30.49%, batch: 94/223
Epoch 11, train accuracy:30.53%, batch: 95/223
Epoch 11, train accuracy:30.57%, batch: 96/223
Epoch 11, train accuracy:30.61%, batch: 97/223
Epoch 11, train accuracy:30.64%, batch: 98/223
Epoch 11, train accuracy:30.68%, batch: 99/223
Epoch 11, train accuracy:30.72%, batch: 100/223
Epoch 11, train accuracy:30.75%, batch: 101/223
Epoch 11, train accuracy:30.79%, batch: 102/223
Epoch 11, train accuracy:30.83%, batch: 103/223
Epoch 11, train accuracy:30.86%, batch: 104/223
Epoch 11, train accuracy:30.89%, batch: 105/223
Epoch 11, train accuracy:30.93%, batch: 106/223
Epoch 11, train accuracy:30.96%, batch: 107/223
Epoch 11, train accuracy:30.99%, batch: 108/223
Epoch 11, train accuracy:31.02%, batch: 109/223
Epoch 11, train accuracy:31.05%, batch: 110/223
Epoch 11, train accuracy:31.08%, batch: 111/223
Epoch 11, train accuracy:31.11%, batch: 112/223
Epoch 11, train accuracy:30.89%, batch: 113/223
Epoch 11, train accuracy:30.67%, batch: 114/223
Epoch 11, train accuracy:30.46%, batch: 115/223
Epoch 11, train accuracy:30.25%, batch: 116/223
Epoch 11, train accuracy:30.05%, batch: 117/223
Epoch 11, train accuracy:29.85%, batch: 118/223
Epoch 11, train accuracy:29.65%, batch: 119/223
Epoch 11, train accuracy:29.45%, batch: 120/223
Epoch 11, train accuracy:29.26%, batch: 121/223
Epoch 11, train accuracy:29.07%, batch: 122/223
Epoch 11, train accuracy:29.01%, batch: 123/223
Epoch 11, train accuracy:28.96%, batch: 124/223
Epoch 11, train accuracy:28.90%, batch: 125/223
Epoch 11, train accuracy:28.84%, batch: 126/223
Epoch 11, train accuracy:28.79%, batch: 127/223
Epoch 11, train accuracy:28.74%, batch: 128/223
Epoch 11, train accuracy:28.68%, batch: 129/223
Epoch 11, train accuracy:28.63%, batch: 130/223
Epoch 11, train accuracy:28.58%, batch: 131/223
Epoch 11, train accuracy:28.53%, batch: 132/223
Epoch 11, train accuracy:28.48%, batch: 133/223
Epoch 11, train accuracy:28.43%, batch: 134/223
Epoch 11, train accuracy:28.38%, batch: 135/223
Epoch 11, train accuracy:28.33%, batch: 136/223
Epoch 11, train accuracy:28.28%, batch: 137/223
Epoch 11, train accuracy:28.24%, batch: 138/223
Epoch 11, train accuracy:28.19%, batch: 139/223
Epoch 11, train accuracy:28.28%, batch: 140/223
Epoch 11, train accuracy:28.37%, batch: 141/223
Epoch 11, train accuracy:28.46%, batch: 142/223
Epoch 11, train accuracy:28.50%, batch: 143/223
Epoch 11, train accuracy:28.54%, batch: 144/223
Epoch 11, train accuracy:28.58%, batch: 145/223
Epoch 11, train accuracy:28.62%, batch: 146/223
Epoch 11, train accuracy:28.66%, batch: 147/223
Epoch 11, train accuracy:28.70%, batch: 148/223
Epoch 11, train accuracy:28.73%, batch: 149/223
Epoch 11, train accuracy:28.77%, batch: 150/223
Epoch 11, train accuracy:28.81%, batch: 151/223
Epoch 11, train accuracy:28.84%, batch: 152/223
Epoch 11, train accuracy:28.88%, batch: 153/223
Epoch 11, train accuracy:28.92%, batch: 154/223
Epoch 11, train accuracy:28.95%, batch: 155/223
Epoch 11, train accuracy:28.99%, batch: 156/223
Epoch 11, train accuracy:29.02%, batch: 157/223
Epoch 11, train accuracy:29.05%, batch: 158/223
Epoch 11, train accuracy:29.09%, batch: 159/223
Epoch 11, train accuracy:29.12%, batch: 160/223
Epoch 11, train accuracy:29.15%, batch: 161/223
Epoch 11, train accuracy:29.19%, batch: 162/223
Epoch 11, train accuracy:29.22%, batch: 163/223
Epoch 11, train accuracy:29.25%, batch: 164/223
Epoch 11, train accuracy:29.28%, batch: 165/223
Epoch 11, train accuracy:29.31%, batch: 166/223
Epoch 11, train accuracy:29.34%, batch: 167/223
Epoch 11, train accuracy:29.37%, batch: 168/223
Epoch 11, train accuracy:29.40%, batch: 169/223
Epoch 11, train accuracy:29.43%, batch: 170/223
Epoch 11, train accuracy:29.46%, batch: 171/223
Epoch 11, train accuracy:29.49%, batch: 172/223
Epoch 11, train accuracy:29.52%, batch: 173/223
Epoch 11, train accuracy:29.54%, batch: 174/223
Epoch 11, train accuracy:29.57%, batch: 175/223
Epoch 11, train accuracy:29.60%, batch: 176/223
Epoch 11, train accuracy:29.63%, batch: 177/223
Epoch 11, train accuracy:29.65%, batch: 178/223
Epoch 11, train accuracy:29.68%, batch: 179/223
Epoch 11, train accuracy:29.70%, batch: 180/223
Epoch 11, train accuracy:29.73%, batch: 181/223
Epoch 11, train accuracy:29.76%, batch: 182/223
Epoch 11, train accuracy:29.70%, batch: 183/223
Epoch 11, train accuracy:29.64%, batch: 184/223
Epoch 11, train accuracy:29.58%, batch: 185/223
Epoch 11, train accuracy:29.52%, batch: 186/223
Epoch 11, train accuracy:29.46%, batch: 187/223
Epoch 11, train accuracy:29.40%, batch: 188/223
Epoch 11, train accuracy:29.35%, batch: 189/223
Epoch 11, train accuracy:29.29%, batch: 190/223
Epoch 11, train accuracy:29.24%, batch: 191/223
Epoch 11, train accuracy:29.18%, batch: 192/223
Epoch 11, train accuracy:29.13%, batch: 193/223
Epoch 11, train accuracy:29.08%, batch: 194/223
Epoch 11, train accuracy:29.02%, batch: 195/223
Epoch 11, train accuracy:28.97%, batch: 196/223
Epoch 11, train accuracy:28.92%, batch: 197/223
Epoch 11, train accuracy:28.87%, batch: 198/223
Epoch 11, train accuracy:28.82%, batch: 199/223
Epoch 11, train accuracy:28.77%, batch: 200/223
Epoch 11, train accuracy:28.72%, batch: 201/223
Epoch 11, train accuracy:28.67%, batch: 202/223
Epoch 11, train accuracy:28.62%, batch: 203/223
Epoch 11, train accuracy:28.57%, batch: 204/223
Epoch 11, train accuracy:28.52%, batch: 205/223
Epoch 11, train accuracy:28.47%, batch: 206/223
Epoch 11, train accuracy:28.43%, batch: 207/223
Epoch 11, train accuracy:28.38%, batch: 208/223
Epoch 11, train accuracy:28.33%, batch: 209/223
Epoch 11, train accuracy:28.29%, batch: 210/223
Epoch 11, train accuracy:28.24%, batch: 211/223
Epoch 11, train accuracy:28.20%, batch: 212/223
Epoch 11, train accuracy:28.15%, batch: 213/223
Epoch 11, train accuracy:28.11%, batch: 214/223
Epoch 11, train accuracy:28.07%, batch: 215/223
Epoch 11, train accuracy:28.02%, batch: 216/223
Epoch 11, train accuracy:27.98%, batch: 217/223
Epoch 11, train accuracy:27.94%, batch: 218/223
Epoch 11, train accuracy:27.90%, batch: 219/223
Epoch 11, train accuracy:27.86%, batch: 220/223
Epoch 11, train accuracy:27.81%, batch: 221/223
Epoch 11, train accuracy:27.77%, batch: 222/223
Epoch 11, train accuracy:27.73%, batch: 223/223
Epoch 11, train accuracy:27.73%, validation accuracy:16.41, batch: 223/223
Epoch 12, train accuracy:18.75%, batch: 1/223
Epoch 12, train accuracy:18.75%, batch: 2/223
Epoch 12, train accuracy:18.75%, batch: 3/223
Epoch 12, train accuracy:18.75%, batch: 4/223
Epoch 12, train accuracy:18.75%, batch: 5/223
Epoch 12, train accuracy:19.27%, batch: 6/223
Epoch 12, train accuracy:19.64%, batch: 7/223
Epoch 12, train accuracy:19.92%, batch: 8/223
Epoch 12, train accuracy:20.14%, batch: 9/223
Epoch 12, train accuracy:20.31%, batch: 10/223
Epoch 12, train accuracy:20.45%, batch: 11/223
Epoch 12, train accuracy:20.57%, batch: 12/223
Epoch 12, train accuracy:20.67%, batch: 13/223
Epoch 12, train accuracy:20.76%, batch: 14/223
Epoch 12, train accuracy:20.83%, batch: 15/223
Epoch 12, train accuracy:20.90%, batch: 16/223
Epoch 12, train accuracy:20.96%, batch: 17/223
Epoch 12, train accuracy:21.01%, batch: 18/223
Epoch 12, train accuracy:21.05%, batch: 19/223
Epoch 12, train accuracy:21.09%, batch: 20/223
Epoch 12, train accuracy:21.13%, batch: 21/223
Epoch 12, train accuracy:21.16%, batch: 22/223
Epoch 12, train accuracy:21.20%, batch: 23/223
Epoch 12, train accuracy:21.22%, batch: 24/223
Epoch 12, train accuracy:21.50%, batch: 25/223
Epoch 12, train accuracy:21.75%, batch: 26/223
Epoch 12, train accuracy:21.99%, batch: 27/223
Epoch 12, train accuracy:22.21%, batch: 28/223
Epoch 12, train accuracy:22.41%, batch: 29/223
Epoch 12, train accuracy:23.02%, batch: 30/223
Epoch 12, train accuracy:23.59%, batch: 31/223
Epoch 12, train accuracy:24.12%, batch: 32/223
Epoch 12, train accuracy:24.62%, batch: 33/223
Epoch 12, train accuracy:25.09%, batch: 34/223
Epoch 12, train accuracy:25.54%, batch: 35/223
Epoch 12, train accuracy:25.95%, batch: 36/223
Epoch 12, train accuracy:26.35%, batch: 37/223
Epoch 12, train accuracy:26.73%, batch: 38/223
Epoch 12, train accuracy:26.84%, batch: 39/223
Epoch 12, train accuracy:26.95%, batch: 40/223
Epoch 12, train accuracy:27.06%, batch: 41/223
Epoch 12, train accuracy:27.16%, batch: 42/223
Epoch 12, train accuracy:27.25%, batch: 43/223
Epoch 12, train accuracy:27.34%, batch: 44/223
Epoch 12, train accuracy:27.43%, batch: 45/223
Epoch 12, train accuracy:27.51%, batch: 46/223
Epoch 12, train accuracy:27.59%, batch: 47/223
Epoch 12, train accuracy:27.67%, batch: 48/223
Epoch 12, train accuracy:27.74%, batch: 49/223
Epoch 12, train accuracy:27.81%, batch: 50/223
Epoch 12, train accuracy:27.88%, batch: 51/223
Epoch 12, train accuracy:27.94%, batch: 52/223
Epoch 12, train accuracy:28.01%, batch: 53/223
Epoch 12, train accuracy:28.07%, batch: 54/223
Epoch 12, train accuracy:28.12%, batch: 55/223
Epoch 12, train accuracy:28.18%, batch: 56/223
Epoch 12, train accuracy:28.23%, batch: 57/223
Epoch 12, train accuracy:28.29%, batch: 58/223
Epoch 12, train accuracy:28.34%, batch: 59/223
Epoch 12, train accuracy:28.39%, batch: 60/223
Epoch 12, train accuracy:28.43%, batch: 61/223
Epoch 12, train accuracy:28.48%, batch: 62/223
Epoch 12, train accuracy:28.52%, batch: 63/223
Epoch 12, train accuracy:28.56%, batch: 64/223
Epoch 12, train accuracy:28.61%, batch: 65/223
Epoch 12, train accuracy:28.65%, batch: 66/223
Epoch 12, train accuracy:28.68%, batch: 67/223
Epoch 12, train accuracy:28.72%, batch: 68/223
Epoch 12, train accuracy:28.76%, batch: 69/223
Epoch 12, train accuracy:28.79%, batch: 70/223
Epoch 12, train accuracy:28.83%, batch: 71/223
Epoch 12, train accuracy:28.86%, batch: 72/223
Epoch 12, train accuracy:28.90%, batch: 73/223
Epoch 12, train accuracy:28.93%, batch: 74/223
Epoch 12, train accuracy:28.96%, batch: 75/223
Epoch 12, train accuracy:28.99%, batch: 76/223
Epoch 12, train accuracy:29.02%, batch: 77/223
Epoch 12, train accuracy:29.05%, batch: 78/223
Epoch 12, train accuracy:29.07%, batch: 79/223
Epoch 12, train accuracy:29.10%, batch: 80/223
Epoch 12, train accuracy:29.13%, batch: 81/223
Epoch 12, train accuracy:29.15%, batch: 82/223
Epoch 12, train accuracy:29.18%, batch: 83/223
Epoch 12, train accuracy:29.20%, batch: 84/223
Epoch 12, train accuracy:29.23%, batch: 85/223
Epoch 12, train accuracy:29.25%, batch: 86/223
Epoch 12, train accuracy:29.27%, batch: 87/223
Epoch 12, train accuracy:29.30%, batch: 88/223
Epoch 12, train accuracy:29.32%, batch: 89/223
Epoch 12, train accuracy:29.34%, batch: 90/223
Epoch 12, train accuracy:29.36%, batch: 91/223
Epoch 12, train accuracy:29.38%, batch: 92/223
Epoch 12, train accuracy:29.40%, batch: 93/223
Epoch 12, train accuracy:29.42%, batch: 94/223
Epoch 12, train accuracy:29.44%, batch: 95/223
Epoch 12, train accuracy:29.46%, batch: 96/223
Epoch 12, train accuracy:29.48%, batch: 97/223
Epoch 12, train accuracy:29.50%, batch: 98/223
Epoch 12, train accuracy:29.51%, batch: 99/223
Epoch 12, train accuracy:29.53%, batch: 100/223
Epoch 12, train accuracy:29.55%, batch: 101/223
Epoch 12, train accuracy:29.56%, batch: 102/223
Epoch 12, train accuracy:29.58%, batch: 103/223
Epoch 12, train accuracy:29.60%, batch: 104/223
Epoch 12, train accuracy:29.61%, batch: 105/223
Epoch 12, train accuracy:29.63%, batch: 106/223
Epoch 12, train accuracy:29.64%, batch: 107/223
Epoch 12, train accuracy:29.66%, batch: 108/223
Epoch 12, train accuracy:29.67%, batch: 109/223
Epoch 12, train accuracy:29.69%, batch: 110/223
Epoch 12, train accuracy:29.70%, batch: 111/223
Epoch 12, train accuracy:29.72%, batch: 112/223
Epoch 12, train accuracy:29.70%, batch: 113/223
Epoch 12, train accuracy:29.69%, batch: 114/223
Epoch 12, train accuracy:29.67%, batch: 115/223
Epoch 12, train accuracy:29.66%, batch: 116/223
Epoch 12, train accuracy:29.65%, batch: 117/223
Epoch 12, train accuracy:29.63%, batch: 118/223
Epoch 12, train accuracy:29.62%, batch: 119/223
Epoch 12, train accuracy:29.61%, batch: 120/223
Epoch 12, train accuracy:29.60%, batch: 121/223
Epoch 12, train accuracy:29.59%, batch: 122/223
Epoch 12, train accuracy:29.50%, batch: 123/223
Epoch 12, train accuracy:29.41%, batch: 124/223
Epoch 12, train accuracy:29.32%, batch: 125/223
Epoch 12, train accuracy:29.24%, batch: 126/223
Epoch 12, train accuracy:29.16%, batch: 127/223
Epoch 12, train accuracy:29.08%, batch: 128/223
Epoch 12, train accuracy:29.00%, batch: 129/223
Epoch 12, train accuracy:28.92%, batch: 130/223
Epoch 12, train accuracy:28.84%, batch: 131/223
Epoch 12, train accuracy:28.76%, batch: 132/223
Epoch 12, train accuracy:28.69%, batch: 133/223
Epoch 12, train accuracy:28.61%, batch: 134/223
Epoch 12, train accuracy:28.54%, batch: 135/223
Epoch 12, train accuracy:28.47%, batch: 136/223
Epoch 12, train accuracy:28.40%, batch: 137/223
Epoch 12, train accuracy:28.33%, batch: 138/223
Epoch 12, train accuracy:28.26%, batch: 139/223
Epoch 12, train accuracy:28.21%, batch: 140/223
Epoch 12, train accuracy:28.17%, batch: 141/223
Epoch 12, train accuracy:28.12%, batch: 142/223
Epoch 12, train accuracy:28.17%, batch: 143/223
Epoch 12, train accuracy:28.21%, batch: 144/223
Epoch 12, train accuracy:28.25%, batch: 145/223
Epoch 12, train accuracy:28.30%, batch: 146/223
Epoch 12, train accuracy:28.34%, batch: 147/223
Epoch 12, train accuracy:28.38%, batch: 148/223
Epoch 12, train accuracy:28.42%, batch: 149/223
Epoch 12, train accuracy:28.46%, batch: 150/223
Epoch 12, train accuracy:28.50%, batch: 151/223
Epoch 12, train accuracy:28.54%, batch: 152/223
Epoch 12, train accuracy:28.57%, batch: 153/223
Epoch 12, train accuracy:28.61%, batch: 154/223
Epoch 12, train accuracy:28.65%, batch: 155/223
Epoch 12, train accuracy:28.69%, batch: 156/223
Epoch 12, train accuracy:28.72%, batch: 157/223
Epoch 12, train accuracy:28.76%, batch: 158/223
Epoch 12, train accuracy:28.79%, batch: 159/223
Epoch 12, train accuracy:28.83%, batch: 160/223
Epoch 12, train accuracy:28.86%, batch: 161/223
Epoch 12, train accuracy:28.90%, batch: 162/223
Epoch 12, train accuracy:28.93%, batch: 163/223
Epoch 12, train accuracy:28.96%, batch: 164/223
Epoch 12, train accuracy:29.00%, batch: 165/223
Epoch 12, train accuracy:29.03%, batch: 166/223
Epoch 12, train accuracy:29.06%, batch: 167/223
Epoch 12, train accuracy:29.09%, batch: 168/223
Epoch 12, train accuracy:29.12%, batch: 169/223
Epoch 12, train accuracy:29.15%, batch: 170/223
Epoch 12, train accuracy:29.18%, batch: 171/223
Epoch 12, train accuracy:29.22%, batch: 172/223
Epoch 12, train accuracy:29.24%, batch: 173/223
Epoch 12, train accuracy:29.27%, batch: 174/223
Epoch 12, train accuracy:29.30%, batch: 175/223
Epoch 12, train accuracy:29.33%, batch: 176/223
Epoch 12, train accuracy:29.36%, batch: 177/223
Epoch 12, train accuracy:29.39%, batch: 178/223
Epoch 12, train accuracy:29.42%, batch: 179/223
Epoch 12, train accuracy:29.44%, batch: 180/223
Epoch 12, train accuracy:29.47%, batch: 181/223
Epoch 12, train accuracy:29.50%, batch: 182/223
Epoch 12, train accuracy:29.44%, batch: 183/223
Epoch 12, train accuracy:29.38%, batch: 184/223
Epoch 12, train accuracy:29.32%, batch: 185/223
Epoch 12, train accuracy:29.27%, batch: 186/223
Epoch 12, train accuracy:29.21%, batch: 187/223
Epoch 12, train accuracy:29.16%, batch: 188/223
Epoch 12, train accuracy:29.10%, batch: 189/223
Epoch 12, train accuracy:29.05%, batch: 190/223
Epoch 12, train accuracy:28.99%, batch: 191/223
Epoch 12, train accuracy:28.94%, batch: 192/223
Epoch 12, train accuracy:28.89%, batch: 193/223
Epoch 12, train accuracy:28.83%, batch: 194/223
Epoch 12, train accuracy:28.78%, batch: 195/223
Epoch 12, train accuracy:28.73%, batch: 196/223
Epoch 12, train accuracy:28.68%, batch: 197/223
Epoch 12, train accuracy:28.63%, batch: 198/223
Epoch 12, train accuracy:28.58%, batch: 199/223
Epoch 12, train accuracy:28.53%, batch: 200/223
Epoch 12, train accuracy:28.48%, batch: 201/223
Epoch 12, train accuracy:28.43%, batch: 202/223
Epoch 12, train accuracy:28.39%, batch: 203/223
Epoch 12, train accuracy:28.34%, batch: 204/223
Epoch 12, train accuracy:28.29%, batch: 205/223
Epoch 12, train accuracy:28.25%, batch: 206/223
Epoch 12, train accuracy:28.20%, batch: 207/223
Epoch 12, train accuracy:28.16%, batch: 208/223
Epoch 12, train accuracy:28.11%, batch: 209/223
Epoch 12, train accuracy:28.07%, batch: 210/223
Epoch 12, train accuracy:28.02%, batch: 211/223
Epoch 12, train accuracy:27.98%, batch: 212/223
Epoch 12, train accuracy:27.93%, batch: 213/223
Epoch 12, train accuracy:27.89%, batch: 214/223
Epoch 12, train accuracy:27.85%, batch: 215/223
Epoch 12, train accuracy:27.81%, batch: 216/223
Epoch 12, train accuracy:27.76%, batch: 217/223
Epoch 12, train accuracy:27.72%, batch: 218/223
Epoch 12, train accuracy:27.68%, batch: 219/223
Epoch 12, train accuracy:27.64%, batch: 220/223
Epoch 12, train accuracy:27.60%, batch: 221/223
Epoch 12, train accuracy:27.56%, batch: 222/223
Epoch 12, train accuracy:27.52%, batch: 223/223
Epoch 12, train accuracy:27.52%, validation accuracy:16.08, batch: 223/223
Epoch 13, train accuracy:18.75%, batch: 1/223
Epoch 13, train accuracy:18.75%, batch: 2/223
Epoch 13, train accuracy:18.75%, batch: 3/223
Epoch 13, train accuracy:18.75%, batch: 4/223
Epoch 13, train accuracy:18.75%, batch: 5/223
Epoch 13, train accuracy:19.27%, batch: 6/223
Epoch 13, train accuracy:19.64%, batch: 7/223
Epoch 13, train accuracy:19.92%, batch: 8/223
Epoch 13, train accuracy:20.14%, batch: 9/223
Epoch 13, train accuracy:20.31%, batch: 10/223
Epoch 13, train accuracy:20.45%, batch: 11/223
Epoch 13, train accuracy:20.57%, batch: 12/223
Epoch 13, train accuracy:20.67%, batch: 13/223
Epoch 13, train accuracy:20.76%, batch: 14/223
Epoch 13, train accuracy:20.83%, batch: 15/223
