223 unlabelled training bactches, 94 labelled batches. Will reuse samples to match batch numbers
Epoch 13, train accuracy:20.90%, batch: 16/223
Epoch 13, train accuracy:20.96%, batch: 17/223
Epoch 13, train accuracy:21.01%, batch: 18/223
Epoch 13, train accuracy:21.05%, batch: 19/223
Epoch 13, train accuracy:21.09%, batch: 20/223
Epoch 13, train accuracy:21.13%, batch: 21/223
Epoch 13, train accuracy:21.16%, batch: 22/223
Epoch 13, train accuracy:21.20%, batch: 23/223
Epoch 13, train accuracy:21.22%, batch: 24/223
Epoch 13, train accuracy:21.25%, batch: 25/223
Epoch 13, train accuracy:21.27%, batch: 26/223
Epoch 13, train accuracy:21.30%, batch: 27/223
Epoch 13, train accuracy:21.32%, batch: 28/223
Epoch 13, train accuracy:21.34%, batch: 29/223
Epoch 13, train accuracy:21.88%, batch: 30/223
Epoch 13, train accuracy:22.38%, batch: 31/223
Epoch 13, train accuracy:22.85%, batch: 32/223
Epoch 13, train accuracy:23.30%, batch: 33/223
Epoch 13, train accuracy:23.71%, batch: 34/223
Epoch 13, train accuracy:24.11%, batch: 35/223
Epoch 13, train accuracy:24.48%, batch: 36/223
Epoch 13, train accuracy:24.83%, batch: 37/223
Epoch 13, train accuracy:25.16%, batch: 38/223
Epoch 13, train accuracy:25.40%, batch: 39/223
Epoch 13, train accuracy:25.62%, batch: 40/223
Epoch 13, train accuracy:25.84%, batch: 41/223
Epoch 13, train accuracy:26.04%, batch: 42/223
Epoch 13, train accuracy:26.24%, batch: 43/223
Epoch 13, train accuracy:26.42%, batch: 44/223
Epoch 13, train accuracy:26.60%, batch: 45/223
Epoch 13, train accuracy:26.77%, batch: 46/223
Epoch 13, train accuracy:26.93%, batch: 47/223
Epoch 13, train accuracy:27.08%, batch: 48/223
Epoch 13, train accuracy:27.23%, batch: 49/223
Epoch 13, train accuracy:27.38%, batch: 50/223
Epoch 13, train accuracy:27.51%, batch: 51/223
Epoch 13, train accuracy:27.64%, batch: 52/223
Epoch 13, train accuracy:27.77%, batch: 53/223
Epoch 13, train accuracy:27.89%, batch: 54/223
Epoch 13, train accuracy:28.01%, batch: 55/223
Epoch 13, train accuracy:28.12%, batch: 56/223
Epoch 13, train accuracy:28.23%, batch: 57/223
Epoch 13, train accuracy:28.34%, batch: 58/223
Epoch 13, train accuracy:28.44%, batch: 59/223
Epoch 13, train accuracy:28.54%, batch: 60/223
Epoch 13, train accuracy:28.64%, batch: 61/223
Epoch 13, train accuracy:28.73%, batch: 62/223
Epoch 13, train accuracy:28.82%, batch: 63/223
Epoch 13, train accuracy:28.91%, batch: 64/223
Epoch 13, train accuracy:28.99%, batch: 65/223
Epoch 13, train accuracy:29.07%, batch: 66/223
Epoch 13, train accuracy:29.15%, batch: 67/223
Epoch 13, train accuracy:29.23%, batch: 68/223
Epoch 13, train accuracy:29.30%, batch: 69/223
Epoch 13, train accuracy:29.38%, batch: 70/223
Epoch 13, train accuracy:29.45%, batch: 71/223
Epoch 13, train accuracy:29.51%, batch: 72/223
Epoch 13, train accuracy:29.58%, batch: 73/223
Epoch 13, train accuracy:29.65%, batch: 74/223
Epoch 13, train accuracy:29.71%, batch: 75/223
Epoch 13, train accuracy:29.77%, batch: 76/223
Epoch 13, train accuracy:29.83%, batch: 77/223
Epoch 13, train accuracy:29.89%, batch: 78/223
Epoch 13, train accuracy:29.94%, batch: 79/223
Epoch 13, train accuracy:30.00%, batch: 80/223
Epoch 13, train accuracy:30.05%, batch: 81/223
Epoch 13, train accuracy:30.11%, batch: 82/223
Epoch 13, train accuracy:30.16%, batch: 83/223
Epoch 13, train accuracy:30.21%, batch: 84/223
Epoch 13, train accuracy:30.26%, batch: 85/223
Epoch 13, train accuracy:30.31%, batch: 86/223
Epoch 13, train accuracy:30.35%, batch: 87/223
Epoch 13, train accuracy:30.40%, batch: 88/223
Epoch 13, train accuracy:30.44%, batch: 89/223
Epoch 13, train accuracy:30.49%, batch: 90/223
Epoch 13, train accuracy:30.53%, batch: 91/223
Epoch 13, train accuracy:30.57%, batch: 92/223
Epoch 13, train accuracy:30.61%, batch: 93/223
Epoch 13, train accuracy:30.65%, batch: 94/223
Epoch 13, train accuracy:30.69%, batch: 95/223
Epoch 13, train accuracy:30.73%, batch: 96/223
Epoch 13, train accuracy:30.77%, batch: 97/223
Epoch 13, train accuracy:30.80%, batch: 98/223
Epoch 13, train accuracy:30.84%, batch: 99/223
Epoch 13, train accuracy:30.88%, batch: 100/223
Epoch 13, train accuracy:30.91%, batch: 101/223
Epoch 13, train accuracy:30.94%, batch: 102/223
Epoch 13, train accuracy:30.98%, batch: 103/223
Epoch 13, train accuracy:31.01%, batch: 104/223
Epoch 13, train accuracy:31.04%, batch: 105/223
Epoch 13, train accuracy:31.07%, batch: 106/223
Epoch 13, train accuracy:31.10%, batch: 107/223
Epoch 13, train accuracy:31.13%, batch: 108/223
Epoch 13, train accuracy:31.16%, batch: 109/223
Epoch 13, train accuracy:31.19%, batch: 110/223
Epoch 13, train accuracy:31.22%, batch: 111/223
Epoch 13, train accuracy:31.25%, batch: 112/223
Epoch 13, train accuracy:31.19%, batch: 113/223
Epoch 13, train accuracy:31.14%, batch: 114/223
Epoch 13, train accuracy:31.09%, batch: 115/223
Epoch 13, train accuracy:31.03%, batch: 116/223
Epoch 13, train accuracy:30.98%, batch: 117/223
Epoch 13, train accuracy:30.93%, batch: 118/223
Epoch 13, train accuracy:30.88%, batch: 119/223
Epoch 13, train accuracy:30.83%, batch: 120/223
Epoch 13, train accuracy:30.79%, batch: 121/223
Epoch 13, train accuracy:30.74%, batch: 122/223
Epoch 13, train accuracy:30.64%, batch: 123/223
Epoch 13, train accuracy:30.54%, batch: 124/223
Epoch 13, train accuracy:30.45%, batch: 125/223
Epoch 13, train accuracy:30.36%, batch: 126/223
Epoch 13, train accuracy:30.27%, batch: 127/223
Epoch 13, train accuracy:30.18%, batch: 128/223
Epoch 13, train accuracy:30.09%, batch: 129/223
Epoch 13, train accuracy:30.00%, batch: 130/223
Epoch 13, train accuracy:29.91%, batch: 131/223
Epoch 13, train accuracy:29.83%, batch: 132/223
Epoch 13, train accuracy:29.75%, batch: 133/223
Epoch 13, train accuracy:29.66%, batch: 134/223
Epoch 13, train accuracy:29.58%, batch: 135/223
Epoch 13, train accuracy:29.50%, batch: 136/223
Epoch 13, train accuracy:29.43%, batch: 137/223
Epoch 13, train accuracy:29.35%, batch: 138/223
Epoch 13, train accuracy:29.27%, batch: 139/223
Epoch 13, train accuracy:29.22%, batch: 140/223
Epoch 13, train accuracy:29.17%, batch: 141/223
Epoch 13, train accuracy:29.12%, batch: 142/223
Epoch 13, train accuracy:29.20%, batch: 143/223
Epoch 13, train accuracy:29.28%, batch: 144/223
Epoch 13, train accuracy:29.35%, batch: 145/223
Epoch 13, train accuracy:29.43%, batch: 146/223
Epoch 13, train accuracy:29.51%, batch: 147/223
Epoch 13, train accuracy:29.58%, batch: 148/223
Epoch 13, train accuracy:29.66%, batch: 149/223
Epoch 13, train accuracy:29.73%, batch: 150/223
Epoch 13, train accuracy:29.80%, batch: 151/223
Epoch 13, train accuracy:29.87%, batch: 152/223
Epoch 13, train accuracy:29.94%, batch: 153/223
Epoch 13, train accuracy:30.01%, batch: 154/223
Epoch 13, train accuracy:30.08%, batch: 155/223
Epoch 13, train accuracy:30.15%, batch: 156/223
Epoch 13, train accuracy:30.21%, batch: 157/223
Epoch 13, train accuracy:30.28%, batch: 158/223
Epoch 13, train accuracy:30.35%, batch: 159/223
Epoch 13, train accuracy:30.41%, batch: 160/223
Epoch 13, train accuracy:30.47%, batch: 161/223
Epoch 13, train accuracy:30.54%, batch: 162/223
Epoch 13, train accuracy:30.60%, batch: 163/223
Epoch 13, train accuracy:30.66%, batch: 164/223
Epoch 13, train accuracy:30.72%, batch: 165/223
Epoch 13, train accuracy:30.78%, batch: 166/223
Epoch 13, train accuracy:30.84%, batch: 167/223
Epoch 13, train accuracy:30.90%, batch: 168/223
Epoch 13, train accuracy:30.95%, batch: 169/223
Epoch 13, train accuracy:31.01%, batch: 170/223
Epoch 13, train accuracy:31.07%, batch: 171/223
Epoch 13, train accuracy:31.12%, batch: 172/223
Epoch 13, train accuracy:31.18%, batch: 173/223
Epoch 13, train accuracy:31.23%, batch: 174/223
Epoch 13, train accuracy:31.29%, batch: 175/223
Epoch 13, train accuracy:31.34%, batch: 176/223
Epoch 13, train accuracy:31.39%, batch: 177/223
Epoch 13, train accuracy:31.44%, batch: 178/223
Epoch 13, train accuracy:31.49%, batch: 179/223
Epoch 13, train accuracy:31.55%, batch: 180/223
Epoch 13, train accuracy:31.60%, batch: 181/223
Epoch 13, train accuracy:31.64%, batch: 182/223
Epoch 13, train accuracy:31.66%, batch: 183/223
Epoch 13, train accuracy:31.67%, batch: 184/223
Epoch 13, train accuracy:31.69%, batch: 185/223
Epoch 13, train accuracy:31.70%, batch: 186/223
Epoch 13, train accuracy:31.72%, batch: 187/223
Epoch 13, train accuracy:31.73%, batch: 188/223
Epoch 13, train accuracy:31.75%, batch: 189/223
Epoch 13, train accuracy:31.76%, batch: 190/223
Epoch 13, train accuracy:31.77%, batch: 191/223
Epoch 13, train accuracy:31.79%, batch: 192/223
Epoch 13, train accuracy:31.80%, batch: 193/223
Epoch 13, train accuracy:31.81%, batch: 194/223
Epoch 13, train accuracy:31.83%, batch: 195/223
Epoch 13, train accuracy:31.84%, batch: 196/223
Epoch 13, train accuracy:31.85%, batch: 197/223
Epoch 13, train accuracy:31.87%, batch: 198/223
Epoch 13, train accuracy:31.88%, batch: 199/223
Epoch 13, train accuracy:31.89%, batch: 200/223
Epoch 13, train accuracy:31.90%, batch: 201/223
Epoch 13, train accuracy:31.92%, batch: 202/223
Epoch 13, train accuracy:31.93%, batch: 203/223
Epoch 13, train accuracy:31.94%, batch: 204/223
Epoch 13, train accuracy:31.95%, batch: 205/223
Epoch 13, train accuracy:31.96%, batch: 206/223
Epoch 13, train accuracy:31.97%, batch: 207/223
Epoch 13, train accuracy:31.99%, batch: 208/223
Epoch 13, train accuracy:32.00%, batch: 209/223
Epoch 13, train accuracy:32.01%, batch: 210/223
Epoch 13, train accuracy:32.02%, batch: 211/223
Epoch 13, train accuracy:32.03%, batch: 212/223
Epoch 13, train accuracy:32.04%, batch: 213/223
Epoch 13, train accuracy:32.05%, batch: 214/223
Epoch 13, train accuracy:32.06%, batch: 215/223
Epoch 13, train accuracy:32.07%, batch: 216/223
Epoch 13, train accuracy:32.09%, batch: 217/223
Epoch 13, train accuracy:32.10%, batch: 218/223
Epoch 13, train accuracy:32.11%, batch: 219/223
Epoch 13, train accuracy:32.12%, batch: 220/223
Epoch 13, train accuracy:32.13%, batch: 221/223
Epoch 13, train accuracy:32.14%, batch: 222/223
Epoch 13, train accuracy:32.15%, batch: 223/223
Epoch 13, train accuracy:32.15%, validation accuracy:13.37, batch: 223/223
Epoch 14, train accuracy:34.38%, batch: 1/223
Epoch 14, train accuracy:34.38%, batch: 2/223
Epoch 14, train accuracy:34.38%, batch: 3/223
Epoch 14, train accuracy:34.38%, batch: 4/223
Epoch 14, train accuracy:34.38%, batch: 5/223
Epoch 14, train accuracy:34.38%, batch: 6/223
Epoch 14, train accuracy:34.38%, batch: 7/223
Epoch 14, train accuracy:34.38%, batch: 8/223
Epoch 14, train accuracy:34.38%, batch: 9/223
Epoch 14, train accuracy:34.38%, batch: 10/223
Epoch 14, train accuracy:34.38%, batch: 11/223
Epoch 14, train accuracy:34.38%, batch: 12/223
Epoch 14, train accuracy:34.38%, batch: 13/223
Epoch 14, train accuracy:34.38%, batch: 14/223
Epoch 14, train accuracy:34.38%, batch: 15/223
Epoch 14, train accuracy:34.38%, batch: 16/223
Epoch 14, train accuracy:34.38%, batch: 17/223
Epoch 14, train accuracy:34.38%, batch: 18/223
Epoch 14, train accuracy:34.38%, batch: 19/223
Epoch 14, train accuracy:34.38%, batch: 20/223
Epoch 14, train accuracy:34.38%, batch: 21/223
Epoch 14, train accuracy:34.38%, batch: 22/223
Epoch 14, train accuracy:34.38%, batch: 23/223
Epoch 14, train accuracy:34.38%, batch: 24/223
Epoch 14, train accuracy:33.62%, batch: 25/223
Epoch 14, train accuracy:32.93%, batch: 26/223
Epoch 14, train accuracy:32.29%, batch: 27/223
Epoch 14, train accuracy:31.70%, batch: 28/223
Epoch 14, train accuracy:31.14%, batch: 29/223
Epoch 14, train accuracy:31.25%, batch: 30/223
Epoch 14, train accuracy:31.35%, batch: 31/223
Epoch 14, train accuracy:31.45%, batch: 32/223
Epoch 14, train accuracy:31.53%, batch: 33/223
Epoch 14, train accuracy:31.62%, batch: 34/223
Epoch 14, train accuracy:31.70%, batch: 35/223
Epoch 14, train accuracy:31.77%, batch: 36/223
Epoch 14, train accuracy:31.84%, batch: 37/223
Epoch 14, train accuracy:31.91%, batch: 38/223
Epoch 14, train accuracy:31.73%, batch: 39/223
Epoch 14, train accuracy:31.56%, batch: 40/223
Epoch 14, train accuracy:31.40%, batch: 41/223
Epoch 14, train accuracy:31.25%, batch: 42/223
Epoch 14, train accuracy:31.10%, batch: 43/223
Epoch 14, train accuracy:30.97%, batch: 44/223
Epoch 14, train accuracy:30.83%, batch: 45/223
Epoch 14, train accuracy:30.71%, batch: 46/223
Epoch 14, train accuracy:30.59%, batch: 47/223
Epoch 14, train accuracy:30.47%, batch: 48/223
Epoch 14, train accuracy:30.36%, batch: 49/223
Epoch 14, train accuracy:30.25%, batch: 50/223
Epoch 14, train accuracy:30.15%, batch: 51/223
Epoch 14, train accuracy:30.05%, batch: 52/223
Epoch 14, train accuracy:29.95%, batch: 53/223
Epoch 14, train accuracy:29.86%, batch: 54/223
Epoch 14, train accuracy:29.77%, batch: 55/223
Epoch 14, train accuracy:29.69%, batch: 56/223
Epoch 14, train accuracy:29.61%, batch: 57/223
Epoch 14, train accuracy:29.53%, batch: 58/223
Epoch 14, train accuracy:29.45%, batch: 59/223
Epoch 14, train accuracy:29.38%, batch: 60/223
Epoch 14, train accuracy:29.30%, batch: 61/223
Epoch 14, train accuracy:29.23%, batch: 62/223
Epoch 14, train accuracy:29.17%, batch: 63/223
Epoch 14, train accuracy:29.10%, batch: 64/223
Epoch 14, train accuracy:29.04%, batch: 65/223
Epoch 14, train accuracy:28.98%, batch: 66/223
Epoch 14, train accuracy:28.92%, batch: 67/223
Epoch 14, train accuracy:28.86%, batch: 68/223
Epoch 14, train accuracy:28.80%, batch: 69/223
Epoch 14, train accuracy:28.75%, batch: 70/223
Epoch 14, train accuracy:28.70%, batch: 71/223
Epoch 14, train accuracy:28.65%, batch: 72/223
Epoch 14, train accuracy:28.60%, batch: 73/223
Epoch 14, train accuracy:28.55%, batch: 74/223
Epoch 14, train accuracy:28.50%, batch: 75/223
Epoch 14, train accuracy:28.45%, batch: 76/223
Epoch 14, train accuracy:28.41%, batch: 77/223
Epoch 14, train accuracy:28.37%, batch: 78/223
Epoch 14, train accuracy:28.32%, batch: 79/223
Epoch 14, train accuracy:28.28%, batch: 80/223
Epoch 14, train accuracy:28.24%, batch: 81/223
Epoch 14, train accuracy:28.20%, batch: 82/223
Epoch 14, train accuracy:28.16%, batch: 83/223
Epoch 14, train accuracy:28.12%, batch: 84/223
Epoch 14, train accuracy:28.09%, batch: 85/223
Epoch 14, train accuracy:28.05%, batch: 86/223
Epoch 14, train accuracy:28.02%, batch: 87/223
Epoch 14, train accuracy:27.98%, batch: 88/223
Epoch 14, train accuracy:27.95%, batch: 89/223
Epoch 14, train accuracy:27.92%, batch: 90/223
Epoch 14, train accuracy:27.88%, batch: 91/223
Epoch 14, train accuracy:27.85%, batch: 92/223
Epoch 14, train accuracy:27.82%, batch: 93/223
Epoch 14, train accuracy:27.79%, batch: 94/223
Epoch 14, train accuracy:27.76%, batch: 95/223
Epoch 14, train accuracy:27.73%, batch: 96/223
Epoch 14, train accuracy:27.71%, batch: 97/223
Epoch 14, train accuracy:27.68%, batch: 98/223
Epoch 14, train accuracy:27.65%, batch: 99/223
Epoch 14, train accuracy:27.62%, batch: 100/223
Epoch 14, train accuracy:27.60%, batch: 101/223
Epoch 14, train accuracy:27.57%, batch: 102/223
Epoch 14, train accuracy:27.55%, batch: 103/223
Epoch 14, train accuracy:27.52%, batch: 104/223
Epoch 14, train accuracy:27.50%, batch: 105/223
Epoch 14, train accuracy:27.48%, batch: 106/223
Epoch 14, train accuracy:27.45%, batch: 107/223
Epoch 14, train accuracy:27.43%, batch: 108/223
Epoch 14, train accuracy:27.41%, batch: 109/223
Epoch 14, train accuracy:27.39%, batch: 110/223
Epoch 14, train accuracy:27.36%, batch: 111/223
Epoch 14, train accuracy:27.34%, batch: 112/223
Epoch 14, train accuracy:27.30%, batch: 113/223
Epoch 14, train accuracy:27.25%, batch: 114/223
Epoch 14, train accuracy:27.20%, batch: 115/223
Epoch 14, train accuracy:27.16%, batch: 116/223
Epoch 14, train accuracy:27.11%, batch: 117/223
Epoch 14, train accuracy:27.07%, batch: 118/223
Epoch 14, train accuracy:27.02%, batch: 119/223
Epoch 14, train accuracy:26.98%, batch: 120/223
Epoch 14, train accuracy:26.94%, batch: 121/223
Epoch 14, train accuracy:26.90%, batch: 122/223
Epoch 14, train accuracy:26.88%, batch: 123/223
Epoch 14, train accuracy:26.86%, batch: 124/223
Epoch 14, train accuracy:26.85%, batch: 125/223
Epoch 14, train accuracy:26.84%, batch: 126/223
Epoch 14, train accuracy:26.82%, batch: 127/223
Epoch 14, train accuracy:26.81%, batch: 128/223
Epoch 14, train accuracy:26.79%, batch: 129/223
Epoch 14, train accuracy:26.78%, batch: 130/223
Epoch 14, train accuracy:26.77%, batch: 131/223
Epoch 14, train accuracy:26.75%, batch: 132/223
Epoch 14, train accuracy:26.74%, batch: 133/223
Epoch 14, train accuracy:26.73%, batch: 134/223
Epoch 14, train accuracy:26.71%, batch: 135/223
Epoch 14, train accuracy:26.70%, batch: 136/223
Epoch 14, train accuracy:26.69%, batch: 137/223
Epoch 14, train accuracy:26.68%, batch: 138/223
Epoch 14, train accuracy:26.66%, batch: 139/223
Epoch 14, train accuracy:26.67%, batch: 140/223
Epoch 14, train accuracy:26.68%, batch: 141/223
Epoch 14, train accuracy:26.69%, batch: 142/223
Epoch 14, train accuracy:26.79%, batch: 143/223
Epoch 14, train accuracy:26.89%, batch: 144/223
Epoch 14, train accuracy:26.98%, batch: 145/223
Epoch 14, train accuracy:27.08%, batch: 146/223
Epoch 14, train accuracy:27.17%, batch: 147/223
Epoch 14, train accuracy:27.26%, batch: 148/223
Epoch 14, train accuracy:27.35%, batch: 149/223
Epoch 14, train accuracy:27.44%, batch: 150/223
Epoch 14, train accuracy:27.52%, batch: 151/223
Epoch 14, train accuracy:27.61%, batch: 152/223
Epoch 14, train accuracy:27.70%, batch: 153/223
Epoch 14, train accuracy:27.78%, batch: 154/223
Epoch 14, train accuracy:27.86%, batch: 155/223
Epoch 14, train accuracy:27.94%, batch: 156/223
Epoch 14, train accuracy:28.03%, batch: 157/223
Epoch 14, train accuracy:28.11%, batch: 158/223
Epoch 14, train accuracy:28.18%, batch: 159/223
Epoch 14, train accuracy:28.26%, batch: 160/223
Epoch 14, train accuracy:28.34%, batch: 161/223
Epoch 14, train accuracy:28.41%, batch: 162/223
Epoch 14, train accuracy:28.49%, batch: 163/223
Epoch 14, train accuracy:28.56%, batch: 164/223
Epoch 14, train accuracy:28.64%, batch: 165/223
Epoch 14, train accuracy:28.71%, batch: 166/223
Epoch 14, train accuracy:28.78%, batch: 167/223
Epoch 14, train accuracy:28.85%, batch: 168/223
Epoch 14, train accuracy:28.92%, batch: 169/223
Epoch 14, train accuracy:28.99%, batch: 170/223
Epoch 14, train accuracy:29.06%, batch: 171/223
Epoch 14, train accuracy:29.12%, batch: 172/223
Epoch 14, train accuracy:29.19%, batch: 173/223
Epoch 14, train accuracy:29.26%, batch: 174/223
Epoch 14, train accuracy:29.32%, batch: 175/223
Epoch 14, train accuracy:29.39%, batch: 176/223
Epoch 14, train accuracy:29.45%, batch: 177/223
Epoch 14, train accuracy:29.51%, batch: 178/223
Epoch 14, train accuracy:29.57%, batch: 179/223
Epoch 14, train accuracy:29.64%, batch: 180/223
Epoch 14, train accuracy:29.70%, batch: 181/223
Epoch 14, train accuracy:29.76%, batch: 182/223
Epoch 14, train accuracy:29.78%, batch: 183/223
Epoch 14, train accuracy:29.81%, batch: 184/223
Epoch 14, train accuracy:29.83%, batch: 185/223
Epoch 14, train accuracy:29.86%, batch: 186/223
Epoch 14, train accuracy:29.88%, batch: 187/223
Epoch 14, train accuracy:29.90%, batch: 188/223
Epoch 14, train accuracy:29.93%, batch: 189/223
Epoch 14, train accuracy:29.95%, batch: 190/223
Epoch 14, train accuracy:29.97%, batch: 191/223
Epoch 14, train accuracy:30.00%, batch: 192/223
Epoch 14, train accuracy:30.02%, batch: 193/223
Epoch 14, train accuracy:30.04%, batch: 194/223
Epoch 14, train accuracy:30.06%, batch: 195/223
Epoch 14, train accuracy:30.09%, batch: 196/223
Epoch 14, train accuracy:30.11%, batch: 197/223
Epoch 14, train accuracy:30.13%, batch: 198/223
Epoch 14, train accuracy:30.15%, batch: 199/223
Epoch 14, train accuracy:30.17%, batch: 200/223
Epoch 14, train accuracy:30.19%, batch: 201/223
